id,NAME,LMP,RT,Stress,T1,T2,dT,xAL,xB,xC,xCR,xCU,xFE,xMN,xMO,xNB,xNI,xSI,xTI,xV,xW,xY,xZR,Nb_C,T1_NP_FCC,T1_NP_L12,T1_NP_M23C6,T1_NP_M2B_CB,T1_NP_M3B2_D5A,T1_NP_NbC,T1_NP_NIAL_B2,T1_VPV_FCC,T1_VPV_FECR_B2,T1_VPV_L12,T1_VPV_LAVES_C14,T1_VPV_M23C6,T1_VPV_M2B_CB,T1_VPV_M3B2_D5A,T1_VPV_NbC,T1_VPV_NIAL_B2,T1_VPV_SIGMA,T2_NP_FCC,T2_NP_FECR_B2,T2_NP_L12,T2_NP_LAVES_C14,T2_NP_M23C6,T2_NP_M2B_CB,T2_NP_M3B2_D5A,T2_NP_NbC,T2_NP_NIAL_B2,T2_NP_SIGMA,T2_VPV_FCC,T2_VPV_FECR_B2,T2_VPV_L12,T2_VPV_LAVES_C14,T2_VPV_M23C6,T2_VPV_M2B_CB,T2_VPV_M3B2_D5A,T2_VPV_NbC,T2_VPV_NIAL_B2,T2_VPV_SIGMA,dFCC,dFECR_B2,dL12,dLAVES_C14,dM23C6,dM2B_CB,dM3B2_D5A,dNbC,dNIAL_B2,dSIGMA
34,AFA16,22901.57086,243.6,100,1200,750,450,9.86E-02,4.90E-05,1.32E-03,0.10086879,1.53E-12,0.56388742,1.35E-03,1.87E-12,3.32E-12,0.22557641,8.11E-03,2.23E-12,1.48E-12,2.51E-12,9.53E-05,1.74E-04,0,0.99864661,0,0,0,0,0,0,0.99857788,0,0,0,0,0,0,0,0,0,0.87524062,0,0,0,4.78E-03,1.07E-04,0,0,0.11907898,0,0.8805237,0,0,0,4.15E-03,1.04E-04,0,0,0.11440638,0,-0.118054,0,0,0,0.00415009,0.000104078,0,0,0.114406,0
35,AFA21,23327.93663,636,100,1250,750,500,6.11E-02,6.06E-04,9.10E-03,0.15697414,1.61E-12,0.48955288,1.91E-02,1.15E-02,1.48E-02,0.23420382,2.92E-03,9.74E-12,1.29E-12,1.71E-12,8.60E-05,6.04E-12,1.626,0.9581071,0,0,0,0,1.69E-02,0,0.95797774,0,0,0,0,0,0,1.60E-02,0,0,0.94799337,0,2.27E-02,7.82E-03,0,0,1.51E-03,1.96E-02,0,0,0.94657086,0,2.36E-02,8.86E-03,0,0,1.41E-03,1.92E-02,0,0,-0.0114069,0,0.0235606,0.00885603,0,0,0.00140555,0.00318358,0,0
36,AFA23,21147.73556,816.5,250,1200,650,550,7.04E-02,5.02E-04,4.52E-03,0.14606613,4.27E-03,0.50648034,1.97E-02,5.65E-03,5.84E-03,0.23108264,2.90E-03,5.67E-04,5.32E-04,1.48E-03,8.08E-12,1.14E-11,1.292,0.99174289,0,0,8.93E-04,0,7.36E-03,0,0.99229501,0,0,0,0,8.49E-04,0,6.86E-03,0,0,0.87503735,0,0,1.42E-02,0,1.50E-03,0,9.64E-03,7.46E-02,2.30E-02,0.87560357,0,0,1.59E-02,0,1.46E-03,0,9.39E-03,7.28E-02,2.28E-02,-0.116691,0,0,0.0159229,0,0.000616021,0,0.00253452,0.0728309,0.0228364
37,AFA23,23158.25435,434.1,100,1200,750,450,7.04E-02,5.02E-04,4.52E-03,0.14606613,4.27E-03,0.50648034,1.97E-02,5.65E-03,5.84E-03,0.23108264,2.90E-03,5.67E-04,5.32E-04,1.48E-03,2.06E-12,6.26E-12,1.292,0.99174289,0,0,8.93E-04,0,7.36E-03,0,0.99229501,0,0,0,0,8.49E-04,0,6.86E-03,0,0,0.94719024,0,0,4.35E-03,0,0,1.25E-03,9.67E-03,3.75E-02,0,0.9482811,0,0,4.87E-03,0,0,1.16E-03,9.37E-03,3.63E-02,0,-0.0440139,0,0,0.00486806,0,-0.000848659,0.00115577,0.00250925,0.0363295,0
38,AFA23,22994.24311,300.1,100,1200,750,450,7.04E-02,5.02E-04,4.52E-03,0.14606613,4.27E-03,0.50648034,1.97E-02,5.65E-03,5.84E-03,0.23108264,2.90E-03,5.67E-04,5.32E-04,1.48E-03,2.06E-12,6.26E-12,1.292,0.99174289,0,0,8.93E-04,0,7.36E-03,0,0.99229501,0,0,0,0,8.49E-04,0,6.86E-03,0,0,0.94719024,0,0,4.35E-03,0,0,1.25E-03,9.67E-03,3.75E-02,0,0.9482811,0,0,4.87E-03,0,0,1.16E-03,9.37E-03,3.63E-02,0,-0.0440139,0,0,0.00486806,0,-0.000848659,0.00115577,0.00250925,0.0363295,0
39,AFA24,21115.92007,754.2,250,1200,650,550,6.98E-02,4.98E-04,4.48E-03,0.14498728,4.24E-03,0.51720264,1.96E-02,2.33E-12,5.80E-03,0.22937586,2.88E-03,5.62E-04,5.29E-04,2.87E-12,2.47E-12,8.66E-12,1.295,0.99177314,0,0,8.86E-04,0,7.34E-03,0,0.99230409,0,0,0,0,8.44E-04,0,6.85E-03,0,0,0.91006393,0,0,0,0,1.49E-03,0,9.58E-03,7.00E-02,5.09E-03,0.91193613,0,0,0,0,1.46E-03,0,9.35E-03,6.85E-02,5.03E-03,-0.080368,0,0,0,0,0.000613175,0,0.00250218,0.0685268,0.00502637
40,AFA24,23136.00932,412.9,100,1200,750,450,6.98E-02,4.98E-04,4.48E-03,0.14498728,4.24E-03,0.51720264,1.96E-02,1.28E-12,5.80E-03,0.22937586,2.88E-03,5.62E-04,5.29E-04,1.31E-12,1.35E-12,3.84E-12,1.295,0.99177314,0,0,8.86E-04,0,7.34E-03,0,0.99230409,0,0,0,0,8.44E-04,0,6.85E-03,0,0,0.95482445,0,0,0,0,1.49E-03,0,9.62E-03,3.41E-02,0,0.95619,0,0,0,0,1.44E-03,0,9.36E-03,3.30E-02,0,-0.0361141,0,0,0,0,0.000595142,0,0.00250751,0.0330114,0
41,AFA24,22962.17147,279.2,100,1200,750,450,6.98E-02,4.98E-04,4.48E-03,0.14498728,4.24E-03,0.51720264,1.96E-02,1.28E-12,5.80E-03,0.22937586,2.88E-03,5.62E-04,5.29E-04,1.31E-12,1.35E-12,3.84E-12,1.295,0.99177314,0,0,8.86E-04,0,7.34E-03,0,0.99230409,0,0,0,0,8.44E-04,0,6.85E-03,0,0,0.95482445,0,0,0,0,1.49E-03,0,9.62E-03,3.41E-02,0,0.95619,0,0,0,0,1.44E-03,0,9.36E-03,3.30E-02,0,-0.0361141,0,0,0,0,0.000595142,0,0.00250751,0.0330114,0
42,AFA25,22978.72664,289.8,100,1200,750,450,7.05E-02,5.03E-04,4.53E-03,0.14634966,4.28E-03,0.50259713,1.98E-02,5.67E-03,8.78E-03,0.2315312,2.90E-03,5.68E-04,5.34E-04,1.48E-03,2.20E-12,4.37E-12,1.938,0.98703047,0,0,0,0,8.40E-03,0,0.98748194,0,0,0,0,0,0,7.89E-03,0,0,0.93478895,0,1.70E-02,7.80E-03,0,0,1.25E-03,9.74E-03,2.94E-02,0,0.934385,0,1.77E-02,8.84E-03,0,0,1.15E-03,9.46E-03,2.84E-02,0,-0.0530969,0,0.0177172,0.00883788,0,0,0.0011536,0.00157852,0.0284414,0
43,AFA25,22857.91105,220.8,100,1200,750,450,7.05E-02,5.03E-04,4.53E-03,0.14634966,4.28E-03,0.50259713,1.98E-02,5.67E-03,8.78E-03,0.2315312,2.90E-03,5.68E-04,5.34E-04,1.48E-03,2.20E-12,4.37E-12,1.938,0.98703047,0,0,0,0,8.40E-03,0,0.98748194,0,0,0,0,0,0,7.89E-03,0,0,0.93478895,0,1.70E-02,7.80E-03,0,0,1.25E-03,9.74E-03,2.94E-02,0,0.934385,0,1.77E-02,8.84E-03,0,0,1.15E-03,9.46E-03,2.84E-02,0,-0.0530969,0,0.0177172,0.00883788,0,0,0.0011536,0.00157852,0.0284414,0
44,AFA26,23195.53678,472.1,100,1200,750,450,6.06E-02,5.04E-04,4.54E-03,0.15720313,4.29E-03,0.50387899,1.98E-02,5.68E-03,5.87E-03,0.23212171,2.91E-03,5.69E-04,5.35E-04,1.48E-03,1.74E-12,5.17E-12,1.293,0.99180799,0,0,8.46E-04,0,7.35E-03,0,0.99232231,0,0,0,0,8.07E-04,0,6.87E-03,0,0,0.97929516,0,0,3.92E-03,0,0,1.25E-03,9.70E-03,5.83E-03,0,0.97941366,0,0,4.39E-03,0,0,1.16E-03,9.40E-03,5.64E-03,0,-0.0129087,0,0,0.00438732,0,-0.000807005,0.00115846,0.0025253,0.00564457,0
45,AFA26,22747.20383,172.1,100,1200,750,450,6.06E-02,5.04E-04,4.54E-03,0.15720313,4.29E-03,0.50387899,1.98E-02,5.68E-03,5.87E-03,0.23212171,2.91E-03,5.69E-04,5.35E-04,1.48E-03,1.74E-12,5.17E-12,1.293,0.99180799,0,0,8.46E-04,0,7.35E-03,0,0.99232231,0,0,0,0,8.07E-04,0,6.87E-03,0,0,0.97929516,0,0,3.92E-03,0,0,1.25E-03,9.70E-03,5.83E-03,0,0.97941366,0,0,4.39E-03,0,0,1.16E-03,9.40E-03,5.64E-03,0,-0.0129087,0,0,0.00438732,0,-0.000807005,0.00115846,0.0025253,0.00564457,0
46,AFA27,21285.75543,1152.1,250,1200,650,550,6.88E-02,3.01E-04,4.06E-03,0.14397128,4.10E-03,0.50853018,1.91E-02,2.13E-12,1.44E-02,0.2331029,2.70E-03,5.66E-04,4.26E-04,2.41E-12,2.96E-12,8.28E-12,3.547,0.98496586,0,0,0,0,8.19E-03,0,0.98505987,0,0,0,0,0,0,7.79E-03,0,0,0.83444269,4.44E-02,0,0,0,9.02E-04,0,8.70E-03,7.14E-02,0,0.83660388,4.49E-02,0,0,0,8.80E-04,0,8.49E-03,6.99E-02,0,-0.148456,0.0448572,0,0,0,0.00087978,0,0.000707606,0.0699358,0
47,AFA27,22766.64985,179.8,100,1200,750,450,6.88E-02,3.01E-04,4.06E-03,0.14397128,4.10E-03,0.50853018,1.91E-02,1.39E-12,1.44E-02,0.2331029,2.70E-03,5.66E-04,4.26E-04,1.31E-12,2.09E-12,4.70E-12,3.547,0.98496586,0,0,0,0,8.19E-03,0,0.98505987,0,0,0,0,0,0,7.79E-03,0,0,0.91730572,0,7.30E-02,0,0,8.94E-04,0,8.79E-03,0,0,0.91426749,0,7.63E-02,0,0,8.62E-04,0,8.56E-03,0,0,-0.0707924,0,0.0763145,0,0,0.000861562,0,0.000770143,0,0
48,AFA28,21283.10238,1144.5,250,1200,650,550,6.95E-02,1.50E-04,8.55E-03,0.14414096,4.08E-03,0.50465391,1.88E-02,3.08E-12,1.45E-02,0.2319236,2.69E-03,5.64E-04,4.24E-04,3.65E-12,2.97E-12,5.92E-05,1.696,0.9827368,0,0,0,0,1.73E-02,0,0.98361728,0,0,0,0,0,0,1.64E-02,0,0,0.87110572,0,0,0,0,4.48E-04,0,1.83E-02,7.41E-02,1.58E-02,0.87358526,0,0,0,0,4.37E-04,0,1.80E-02,7.26E-02,1.57E-02,-0.110032,0,0,0,0,0.000437113,0,0.00162452,0.0725669,0.0156567
49,AFA28,22565.38129,114.3,100,1200,750,450,6.95E-02,1.50E-04,8.55E-03,0.14414096,4.08E-03,0.50465391,1.88E-02,1.53E-12,1.45E-02,0.2319236,2.69E-03,5.64E-04,4.24E-04,1.45E-12,1.76E-12,5.92E-05,1.696,0.9827368,0,0,0,0,1.73E-02,0,0.98361728,0,0,0,0,0,0,1.64E-02,0,0,0.93058091,0,3.38E-02,0,0,4.40E-04,0,1.84E-02,1.67E-02,0,0.93002026,0,3.53E-02,0,0,4.25E-04,0,1.81E-02,1.62E-02,0,-0.053597,0,0.0353141,0,0,0.000425183,0,0.00168209,0.0161803,0
50,AFA29,21221.67808,981.9,250,1200,650,550,6.80E-02,1.51E-04,8.59E-03,0.14413174,4.02E-03,0.49784615,1.91E-02,5.72E-03,1.46E-02,0.23382536,2.90E-03,5.67E-04,5.33E-04,3.89E-12,5.33E-12,5.95E-05,1.7,0.98261028,0,0,0,0,1.73E-02,0,0.98351316,0,0,0,0,0,0,1.64E-02,0,0,0.85474453,0,0,6.97E-03,0,0,3.75E-04,1.84E-02,7.07E-02,2.96E-02,0.85651228,0,0,7.85E-03,0,0,3.51E-04,1.80E-02,6.91E-02,2.94E-02,-0.127001,0,0,0.00784544,0,0,0.000350646,0.00162474,0.069149,0.02935
51,AFA29,22730.90285,165.9,100,1200,750,450,6.80E-02,1.51E-04,8.59E-03,0.14413174,4.02E-03,0.49784615,1.91E-02,5.72E-03,1.46E-02,0.23382536,2.90E-03,5.67E-04,5.33E-04,1.31E-12,1.61E-12,5.95E-05,1.7,0.98261028,0,0,0,0,1.73E-02,0,0.98351316,0,0,0,0,0,0,1.64E-02,0,0,0.93566227,0,3.50E-02,0,0,0,3.69E-04,1.85E-02,1.05E-02,0,0.93498866,0,3.65E-02,0,0,0,3.42E-04,1.81E-02,1.01E-02,0,-0.0485245,0,0.0364699,0,0,0,0.000342024,0.00167796,0.0101072,0
52,AFA30,21204.06906,939.7,250,1200,650,550,4.86E-02,3.05E-04,4.25E-03,0.14576316,1.29E-12,0.57047142,1.92E-02,1.40E-02,5.43E-03,0.18823644,2.74E-03,4.58E-04,5.39E-04,2.96E-12,3.88E-12,5.74E-12,1.278,0.99318789,0,0,0,3.26E-04,6.49E-03,0,0.99361024,0,0,0,0,0,2.97E-04,6.09E-03,0,0,0.95669192,0,0,3.35E-02,0,0,7.60E-04,9.05E-03,0,0,0.95326392,0,0,3.73E-02,0,0,7.07E-04,8.76E-03,0,0,-0.0403463,0,0,0.0372665,0,0,0.000409811,0.00267004,0,0
53,AFA31,21125.27077,772,250,1200,650,550,4.89E-02,3.52E-04,4.16E-03,0.14414694,1.19E-12,0.5884787,1.86E-02,1.19E-12,5.38E-03,0.18628416,2.71E-03,5.67E-04,4.26E-04,1.15E-12,1.17E-12,4.64E-12,1.293,0.99296832,0,0,4.47E-04,0,6.59E-03,0,0.99336858,0,0,0,0,4.28E-04,0,6.20E-03,0,0,0.98664731,0,0,0,0,1.05E-03,0,8.91E-03,0,0,0.98697837,0,0,0,0,1.03E-03,0,8.70E-03,0,0,-0.00639021,0,0,0,0,0.000597652,0,0.00249241,0,0
54,HMA18,20609.84645,213.4,250,1200,650,550,4.82E-02,3.01E-04,4.06E-03,0.14547253,2.40E-02,0.60889353,4.61E-02,1.18E-12,3.50E-03,0.11566899,2.70E-03,5.66E-04,5.32E-04,1.20E-12,1.22E-12,1.40E-11,0.862,0.99303742,0,0,0,0,5.46E-03,0,0.99349473,0,0,0,0,0,0,5.05E-03,0,0,0.77629032,0.20762536,0,0,1.26E-03,8.99E-04,0,7.88E-03,0,0,0.77622375,0.20822017,0,0,1.08E-03,8.68E-04,0,7.43E-03,0,0,-0.217271,0.20822,0,0,0.00108354,0.000867994,0,0.00238226,0,0
55,HMA18,23012.65788,312.8,100,1200,750,450,4.82E-02,3.01E-04,4.06E-03,0.14547253,2.40E-02,0.60889353,4.61E-02,1.13E-12,3.50E-03,0.11566899,2.70E-03,5.66E-04,5.32E-04,1.11E-12,1.12E-12,1.28E-11,0.862,0.99303742,0,0,0,0,5.46E-03,0,0.99349473,0,0,0,0,0,0,5.05E-03,0,0,0.94252739,4.81E-02,0,0,5.66E-04,8.94E-04,0,7.90E-03,0,0,0.94302063,4.82E-02,0,0,4.85E-04,8.60E-04,0,7.40E-03,0,0,-0.0504741,0.0482336,0,0,0.00048533,0.000859754,0,0.00234933,0,0
56,OC-1,23436.25691,811.6,100,1200,750,450,6.05E-02,3.06E-04,4.32E-03,0.1498786,4.34E-03,0.53751933,1.96E-02,1.16E-02,1.47E-02,0.19024211,2.75E-03,5.76E-04,5.42E-04,3.03E-03,4.59E-12,3.73E-12,3.403,0.98298143,0,0,0,0,8.77E-03,0,0.98301556,0,0,0,0,0,0,8.34E-03,0,0,0.92891007,0,3.81E-03,5.31E-02,0,0,7.59E-04,9.35E-03,4.05E-03,0,0.92281479,0,3.96E-03,5.96E-02,0,0,6.96E-04,9.03E-03,3.89E-03,0,-0.0602008,0,0.00396004,0.0596175,0,0,0.000695517,0.00068998,0.00388514,0
57,OC-2,21636.27848,2762.2,200,1200,650,550,5.99E-02,3.57E-04,1.84E-03,0.1494729,4.16E-03,0.50240832,1.97E-02,1.15E-02,5.99E-03,0.23761273,2.94E-03,5.76E-04,5.41E-04,3.03E-03,1.06E-11,6.24E-12,3.255,0.99443611,0,0,0,0,2.77E-03,0,0.99456643,0,0,0,0,0,0,2.59E-03,0,0,0.8795789,0,3.40E-02,3.78E-02,0,1.07E-03,0,3.90E-03,2.22E-02,2.13E-02,0.87535312,0,3.50E-02,4.21E-02,0,1.04E-03,0,3.73E-03,2.16E-02,2.10E-02,-0.119213,0,0.0349866,0.0420868,0,0.00103557,0,0.00113444,0.021595,0.0209843
58,OC-2,21404.0809,1547.7,250,1200,650,550,5.99E-02,3.57E-04,1.84E-03,0.1494729,4.16E-03,0.50240832,1.97E-02,1.15E-02,5.99E-03,0.23761273,2.94E-03,5.76E-04,5.41E-04,3.03E-03,1.06E-11,6.24E-12,3.255,0.99443611,0,0,0,0,2.77E-03,0,0.99456643,0,0,0,0,0,0,2.59E-03,0,0,0.8795789,0,3.40E-02,3.78E-02,0,1.07E-03,0,3.90E-03,2.22E-02,2.13E-02,0.87535312,0,3.50E-02,4.21E-02,0,1.04E-03,0,3.73E-03,2.16E-02,2.10E-02,-0.119213,0,0.0349866,0.0420868,0,0.00103557,0,0.00113444,0.021595,0.0209843
59,OC-2,21074.99478,681,300,1200,650,550,5.99E-02,3.57E-04,1.84E-03,0.1494729,4.16E-03,0.50240832,1.97E-02,1.15E-02,5.99E-03,0.23761273,2.94E-03,5.76E-04,5.41E-04,3.03E-03,1.06E-11,6.24E-12,3.255,0.99443611,0,0,0,0,2.77E-03,0,0.99456643,0,0,0,0,0,0,2.59E-03,0,0,0.8795789,0,3.40E-02,3.78E-02,0,1.07E-03,0,3.90E-03,2.22E-02,2.13E-02,0.87535312,0,3.50E-02,4.21E-02,0,1.04E-03,0,3.73E-03,2.16E-02,2.10E-02,-0.119213,0,0.0349866,0.0420868,0,0.00103557,0,0.00113444,0.021595,0.0209843
60,OC-2,21993.17549,401.3,170,1200,700,500,5.99E-02,3.57E-04,1.84E-03,0.1494729,4.16E-03,0.50240832,1.97E-02,1.15E-02,5.99E-03,0.23761273,2.94E-03,5.76E-04,5.41E-04,3.03E-03,5.06E-12,3.13E-12,3.255,0.99443611,0,0,0,0,2.77E-03,0,0.99456643,0,0,0,0,0,0,2.59E-03,0,0,0.92866485,0,2.32E-02,3.42E-02,0,0,8.88E-04,3.92E-03,9.09E-03,0,0.92451597,0,2.40E-02,3.81E-02,0,0,8.22E-04,3.74E-03,8.80E-03,0,-0.0700505,0,0.0240268,0.0380949,0,0,0.000822147,0.0011457,0.00880088,0
61,OC-2,21151.83348,54.8,200,1200,700,500,5.99E-02,3.57E-04,1.84E-03,0.1494729,4.16E-03,0.50240832,1.97E-02,1.15E-02,5.99E-03,0.23761273,2.94E-03,5.76E-04,5.41E-04,3.03E-03,5.06E-12,3.13E-12,3.255,0.99443611,0,0,0,0,2.77E-03,0,0.99456643,0,0,0,0,0,0,2.59E-03,0,0,0.92866485,0,2.32E-02,3.42E-02,0,0,8.88E-04,3.92E-03,9.09E-03,0,0.92451597,0,2.40E-02,3.81E-02,0,0,8.22E-04,3.74E-03,8.80E-03,0,-0.0700505,0,0.0240268,0.0380949,0,0,0.000822147,0.0011457,0.00880088,0
62,OC-2,23361.62433,686.1,100,1200,750,450,5.99E-02,3.57E-04,1.84E-03,0.1494729,4.16E-03,0.50240832,1.97E-02,1.15E-02,5.99E-03,0.23761273,2.94E-03,5.76E-04,5.41E-04,3.03E-03,3.45E-12,2.20E-12,3.255,0.99443611,0,0,0,0,2.77E-03,0,0.99456643,0,0,0,0,0,0,2.59E-03,0,0,0.95713778,0,9.34E-03,2.87E-02,0,0,8.85E-04,3.93E-03,0,0,0.95367498,0,9.68E-03,3.21E-02,0,0,8.19E-04,3.75E-03,0,0,-0.0408915,0,0.00968208,0.0320709,0,0,0.000819054,0.00115947,0,0
63,OC-3,23273.92789,563.2,100,1200,750,450,7.90E-02,3.03E-04,3.77E-03,0.12409289,4.21E-03,0.55327343,1.94E-02,1.14E-02,8.86E-03,0.18865313,2.91E-03,5.70E-04,5.35E-04,3.00E-03,3.78E-12,4.22E-12,2.35,0.99238423,0,0,0,0,7.12E-03,0,0.992841,0,0,0,0,0,0,6.65E-03,0,0,0.89424093,0,0,3.77E-02,0,0,7.52E-04,8.11E-03,5.92E-02,0,0.89247656,0,0,4.21E-02,0,0,6.95E-04,7.82E-03,5.69E-02,0,-0.100364,0,0,0.0420943,0,0,0.000694944,0.00116891,0.0569172,0
64,OC-4,21080.3158,690.1,250,1200,650,550,7.08E-02,3.05E-04,4.17E-03,0.14690038,4.33E-03,0.48444214,1.94E-02,1.15E-02,1.47E-02,0.23638076,2.94E-03,5.75E-04,5.40E-04,2.99E-03,1.39E-11,1.36E-11,3.525,0.98017304,0,0,0,0,8.35E-03,0,0.98005963,0,0,0,0,0,0,7.89E-03,0,0,0.78643572,0,0,3.97E-02,0,9.15E-04,0,8.91E-03,8.92E-02,3.98E-02,0.78563744,0,0,4.44E-02,0,8.89E-04,0,8.66E-03,8.70E-02,3.93E-02,-0.194422,0,0,0.0444134,0,0.00088882,0,0.00076636,0.0870243,0.0393294
65,OC-4,21788.09414,247,170,1200,700,500,7.08E-02,3.05E-04,4.17E-03,0.14690038,4.33E-03,0.48444214,1.94E-02,1.15E-02,1.47E-02,0.23638076,2.94E-03,5.75E-04,5.40E-04,2.99E-03,6.84E-12,7.30E-12,3.525,0.98017304,0,0,0,0,8.35E-03,0,0.98005963,0,0,0,0,0,0,7.89E-03,0,0,0.85438764,0,6.58E-02,4.11E-02,0,9.12E-04,0,8.95E-03,2.88E-02,0,0.84859734,0,6.81E-02,4.60E-02,0,8.77E-04,0,8.65E-03,2.78E-02,0,-0.131462,0,0.0681161,0.0459504,0,0.000877455,0,0.000758702,0.0278066,0
